OBJECTID|AGNO|RBD|DGV_RBD|NOM_RBD|TIPO_SOST|COD_REG_RB|NOM_REG_RB|COD_PRO_RB|COD_COM_RB|NOM_COM_RB|COD_DEPROV|NOM_DEPROV|TIPO_DEPEN|DIRECCION|NUMERO|REFERENCIA|LATITUD|LONGITUD|MAT_PARV|MAT_BAS_RE|MAT_BAS_AD|MAT_ESP|MAT_MHC_RE|MAT_MHC_AD|MAT_MTP_RE|MAT_MTP_AD|MAT_TOTAL|MAT_HOM_TO|MAT_MUJ_TO|MAT_SI_TOT|CUR_SIM_TO|CUR_COMB_T
4296|2021|11334|4|ESCUELA HUAPI ALTO|1|7|MAULE|74|7401|LINARES|73|LINARES|1|HUAPI ALTO|0|SECTOR RURAL, CAMINO SALIDA HUAPI|-35.8964|-71.574173|0|8|0|0|0|0|0|0|8|4|4|0|5|0
4297|2021|3285|9|ESCUELA LLANKANAO MANUEL FRANCISCO MEZA SECO|1|7|MAULE|74|7401|LINARES|73|LINARES|1|L-45|12|CAMINO A EMBALSE ANCOA KM 12, RUTA   L-45. SECTOR RURAL.|-35.895069|-71.520714|19|163|0|0|0|0|0|0|182|109|73|0|8|1
4298|2021|3614|5|ESCUELA JOSE RIVAS HERNANDEZ|1|7|MAULE|72|7203|PELLUHUE|74|CAUQUENES|1|CARDONAL|0|CAMINO, CURANIPE TREGUALEMU|-35.89119|-72.674583|0|19|0|0|0|0|0|0|19|14|5|0|0|2
4299|2021|3264|6|ESCUELA SAN VICTOR ALAMOS|1|7|MAULE|74|7401|LINARES|73|LINARES|1|RUTA L-425|18|RUTA L-425 KM 18 SECTOR RURAL SAN VICTOR ALAMOS- TOMAR RUTA A LA PRE CORDILLERA VIRAR A LA IZQUIERDA EN CRUCE SN ANTONIO SEGUIR POR CAMINO HASTA LLEGAR AL LETRERO CAMINO LA VIA VIRAR AL SUR POR ALAMEDA DE TILOS.|-35.887791|-71.471672|36|143|0|0|0|0|0|0|179|104|75|0|8|1
4300|2021|3365|0|ESCUELA MARIA AMBROSIA TAPIA MENDEZ|1|7|MAULE|74|7403|LONGAVÍ|73|LINARES|1|LONGAVI|0|PASO CUÑAO, LONGAVÍ SIN NÚMERO|-35.879559|-71.757187|34|129|0|6|0|0|0|0|169|78|91|0|6|3
4301|2021|3573|4|ESCUELA PEDRO DE VALDIVIA|1|7|MAULE|72|7201|CAUQUENES|74|CAUQUENES|1|CAMINO A CHANCO|21|KILÓMETRO 21 CAMINO A CHANCO HACIA LA COSTA A UN KILOMETRO DE VILLORRIO LA VEGA|-35.870869|-72.42875699999999|9|17|0|0|0|0|0|0|26|14|12|0|2|3
4302|2021|3291|3|ESCUELA BASICA ALCALDE HECTOR PINOCHET C|1|7|MAULE|74|7401|LINARES|73|LINARES|2|LAS CAMELIAS|1235|TERMINAL DE COLECTIVOS LÍNEA 1, TERMINAL DE MICROBUSES SAN AMBROSIO|-35.868519|-71.590767|30|184|0|0|0|78|0|0|292|134|158|0|12|0
4303|2021|3266|2|ESCUELA SAN ANTONIO|1|7|MAULE|74|7401|LINARES|73|LINARES|1|SAN ANTONIO|0|CAMINO HACIA LA CORDILLERA  EN AEREODROMO DE SAN ANTONIO LAMAS A 7 KM DE LINARES|-35.866661|-71.54212199999999|26|137|0|0|0|0|0|0|163|92|71|0|8|1
4304|2021|3272|7|ESCUELA CHUPALLAR|1|7|MAULE|74|7401|LINARES|73|LINARES|1|CHUPALLAR|0|LOCALIDAD CHUPALLAR,SECTOR PRECORDILLERANO UBICADO AL ORIENTE DE LA COMUNA DE LINARES, CAMINO PÚBLICO S/N. DISTANTE 45 KMS. DE LA COMUNA DE LINARES.|-35.865829|-71.24295|0|5|0|0|0|0|0|0|5|3|2|0|4|0
4305|2021|3440|1|ESCUELA GERTRUDIS ALARCON ARCE|1|7|MAULE|74|7405|RETIRO|73|LINARES|1|VILLASECA|0|25 KMS DE RETIRO HACIA EL OESTE|-35.86298|-71.83843999999999|0|48|0|0|0|0|0|0|48|21|27|0|2|3
4306|2021|3268|9|ESCUELA SALOMON SALMAN DABUD|1|7|MAULE|74|7401|LINARES|73|LINARES|1|AVENIDA CARDENAL RAUL SILVA HENRIQUEZ|880|ESCUELA UBICADA A SUR ORIENTE DE LA CIUDAD DE LINARES, ANTES DE LLEGAR AL ESTABLECIMIENTO SE ENCUENTRA CON UN PUENTE EL CUAL PASA EL CANAL BATUCO Y MOLINO EL PERAL A 50 MTS. LOCAL ESCOLAR|-35.862431|-71.59548199999999|53|283|0|0|0|57|0|0|393|204|189|0|20|0
4307|2021|3457|6|ESCUELA MANTUL|1|7|MAULE|74|7405|RETIRO|73|LINARES|1|MANTUL RETIRO|0|CAMINO A VILLASECA KM 20 RETIRO|-35.861869999999996|-71.796669|0|8|0|0|0|0|0|0|8|5|3|0|0|1
4308|2021|16510|7|ESCUELA ENRIQUE WEISS|1|7|MAULE|74|7401|LINARES|73|LINARES|2|CAMINO SAN ANTONIO|88|PASADO POBRE GUSTAVO (RESTAURANT)|-35.861481|-71.564774|0|39|0|0|0|0|0|0|39|26|13|0|0|2
4309|2021|3297|2|ESCUELA PARTICULAR PROSPERO VILLAR BRAVO|1|7|MAULE|74|7401|LINARES|73|LINARES|2|AVENIDA ESFUERZO|1528|POR CALLE RENGO HACIA EL PONIENTE, INMEDIATAMENTE PASADO EL PASO BAJO NIVEL HACIA LA DERECHA AL FINAL,DESPUÉS HACIA LA IZQUIERDA AL FINAL|-35.860808999999996|-71.587578|31|213|0|0|0|0|0|0|244|125|119|0|10|0
4310|2021|3369|3|ESCUELA ROBERTO MUNOZ VALDES|1|7|MAULE|74|7403|LONGAVÍ|73|LINARES|1|RINCON DE ACHIBUENO|0|CAMINO SAN GABRIEL, PLANTA DE ENAP HACIA EL NORTE A 6 KILOMETROS, SECTOR DE RINCON DE ACHIBUENO.|-35.860451|-71.70324699999999|0|4|0|0|0|0|0|0|4|3|1|0|0|1
4311|2021|3289|1|ESCUELA DE ROBLERIA|1|7|MAULE|74|7401|LINARES|73|LINARES|1|ROBLERIA|0|SECTOR RURAL, PRECORDILLERA DE LINARES, CAMINO DEL EMBALSE ANCOA|-35.860400999999996|-71.263847|0|8|0|0|0|0|0|0|8|4|4|0|1|1
4312|2021|3244|1|ESCUELA ESPECIAL LAS VIOLETAS|1|7|MAULE|74|7401|LINARES|73|LINARES|1|BRASIL|0|ESQ. LOS COPIHUES S/N AL LADO DE PARQUE LAS ROSAS|-35.857639|-71.59522199999999|0|0|0|92|0|0|0|0|92|56|36|0|15|0
4313|2021|3250|6|ESCUELA PRESIDENTE CARLOS IBANEZ DEL C.|1|7|MAULE|74|7401|LINARES|73|LINARES|1|PATRICIO LYNCH|0|POBLACIÓN ORIENTE|-35.857471|-71.58049|43|201|0|0|0|0|0|0|244|136|108|0|11|0
4314|2021|3308|1|COLEGIO CONCEPCION LINARES|1|7|MAULE|74|7401|LINARES|73|LINARES|2|AVENIDA GENERAL CRISTI|571|AL SUR DEL GIMNASIO MUNICIPAL IGNACIO CARRERA PINTO|-35.857079|-71.603828|150|598|0|0|153|0|0|0|901|486|415|0|23|0
4315|2021|16601|4|ESCUELA ESPECIAL DE LENGUAJE ALTAMIRA|1|7|MAULE|74|7401|LINARES|73|LINARES|2|AVENIDA BRASIL|48|AVENIDA BRASIL CON ESQUINA RENGO|-35.85414|-71.59355|5|0|0|38|0|0|0|0|43|27|16|0|4|1
4316|2021|3253|0|JUAN MARTINEZ DE ROZAS|1|7|MAULE|74|7401|LINARES|73|LINARES|1|FRANCISCO ANTONIO ENCINA|264|ESQ. GENERAL CRISTI -TRAS DEL GIMNASIO MUNICIPAL DE LINARES|-35.852959|-71.601486|8|70|0|0|0|0|0|0|78|52|26|0|8|1
4317|2021|3526|2|ESCUELA AURELIO MEZA RIVERA|1|7|MAULE|74|7406|SAN JAVIER|73|LINARES|1|CALIBORO ALTO|0| |-35.85252|-71.838203|0|5|0|0|0|0|0|0|5|1|4|0|0|1
4318|2021|3298|0|LICEO NUESTRA SEÑORA DEL ROSARIO|1|7|MAULE|74|7401|LINARES|73|LINARES|2|BRASIL|165|BRASIL 165. ENTRE ESPERANZA Y COLO COLO.|-35.85154|-71.593277|156|717|0|0|347|0|0|0|1220|577|643|0|28|0
4319|2021|3296|4|ESC.AGRIC.PART.SALESIANA DON BOSCO|1|7|MAULE|74|7401|LINARES|73|LINARES|2|AVENIDA MARIA AUXILIADORA|327|AVENIDA MARÍA AUXILIADORA, ESQUINA CALLE VALENTÍN LETELIER, SECTOR ORIENTE DE LINARES|-35.851391|-71.5811|154|721|0|0|182|0|716|0|1773|1122|651|0|40|0
4320|2021|16642|1|COLEGIO ANTAMARO|1|7|MAULE|74|7401|LINARES|73|LINARES|2|CHACABUCO|130|A 5 CUADRAS DE LA PLAZA DE ARMAS|-35.85104|-71.597549|0|0|0|0|45|74|0|0|119|71|48|0|6|0
4321|2021|3299|9|ESCUELA MARCELA PAZ|1|7|MAULE|74|7401|LINARES|73|LINARES|2|CHACABUCO|154|ENTRE COLO-COLO Y ESPERANZA|-35.850819|-71.597351|17|140|0|0|0|0|0|0|157|92|65|0|10|0
4322|2021|16568|9|ESCUELA DE LENGUAJE SAN NICOLAS|1|7|MAULE|74|7401|LINARES|73|LINARES|2|SERRANO|345|ENTRE CALLE VALENTIN LETELIER Y MAIPÚ.|-35.85069|-71.586494|0|0|0|105|0|0|0|0|105|63|42|0|8|0
4323|2021|3247|6|LICEO VALENTIN LETELIER|1|7|MAULE|74|7401|LINARES|73|LINARES|1|LAUTARO|288|CALLES, LAUTARO ESQUINA VALENTIN LETELIER, AL FINAL DE LA ALAMEDA HACIA LA CORDILLERA|-35.850570999999995|-71.595467|0|147|0|0|1215|0|0|0|1362|698|664|0|44|0
4324|2021|3352|9|ESCUELA ANSELMO DEL CARMEN TAPIA LOYOLA|1|7|MAULE|74|7403|LONGAVÍ|73|LINARES|1|ALTOS DE LLOLLINCO|0|ESTÁ UBICADA A 27 KILÓMETROS AL NOR-PONIENTE DE LA CIUDAD DE LONGAVÍ|-35.850108999999996|-71.74301899999999|28|89|0|0|0|0|0|0|117|71|46|0|2|4
4325|2021|3304|9|COLEGIO SAN MIGUEL ARCANGEL|1|7|MAULE|74|7401|LINARES|73|LINARES|2|COLO COLO|392|100 METROS AL SUR DE LA ALAMEDA VALENTÍN LETELIER Y AL SUR DE LA PREFECTURA DE CARABINEROAS DE CHILE, EN LA CIUDAD DE LINARES|-35.849979|-71.599319|148|665|0|0|222|0|0|0|1035|573|462|0|25|0
4326|2021|3252|2|LICEO TECNICO PROFESIONAL DIEGO PORTALES|1|7|MAULE|74|7401|LINARES|73|LINARES|1|CARMEN|370|ENTRE MAIPU Y VALENTIN LETELIER|-35.849959999999996|-71.58899699999999|0|47|0|0|101|0|886|0|1034|451|583|0|31|0
4327|2021|16561|1|CENTRO LENGUAJE EL CANELO|1|7|MAULE|74|7401|LINARES|73|LINARES|2|COLO COLO|435|ENTRE CHACABUCO Y MANUEL RODRIGUEZ|-35.849785|-71.59832999999999|0|0|0|60|0|0|0|0|60|39|21|0|6|0
4328|2021|3243|3|ESCUELA ALAMEDA LINARES|1|7|MAULE|74|7401|LINARES|73|LINARES|1|VALENTIN LETELIER|326|ENTRADA LINARES LEÓN BUSTOS,INDPENDENCIA, DOBLAR DERECHA SAN MARTÍN,PASA DOS CUADRAS Y DOBLA IZQUIERDA,ALAMEDA VALENTÍN LETELIER, UBICADA INTERIOR CCP (CARCEL) LINARES.|-35.849457|-71.599869|0|0|49|0|0|67|0|0|116|116|0|0|5|0
4329|2021|3303|0|COLEGIO AMELIA TRONCOSO|1|7|MAULE|74|7401|LINARES|73|LINARES|2|VALENTIN LETELIER|339|339/286FRENTE A COMISARÍA DE CARABINEROS|-35.848881|-71.60031099999999|101|585|0|0|289|0|0|0|975|552|423|0|28|0
4330|2021|3249|2|ESCUELA UNO ISABEL RIQUELME|1|7|MAULE|74|7401|LINARES|73|LINARES|1|CALLE MAIPU|685|MAIPU 669 ESQUINA YUMBEL|-35.848179|-71.593887|70|433|0|20|0|0|0|0|523|269|254|0|26|0
4331|2021|3258|1|ESCUELA BASICA ESPANA|1|7|MAULE|74|7401|LINARES|73|LINARES|1|MANUEL RODRIGUEZ|342|MANUEL RODRIGUEZ ENTRE MAIPU Y VALENTIN LETELIER|-35.848068|-71.59818299999999|52|326|0|0|0|0|0|0|378|202|176|0|13|0
4332|2021|3610|2|ESCUELA GLADYS CANALES PAREDES|1|7|MAULE|72|7203|PELLUHUE|74|CAUQUENES|1|AVENIDA PADRE SAMUEL JOFRE|580|SALIDA SUR DEL PUEBLO|-35.847118|-72.63832099999999|74|292|0|0|0|0|0|0|366|197|169|0|11|0
4333|2021|3300|6|INSTITUTO LINARES|1|7|MAULE|74|7401|LINARES|73|LINARES|2|CHACABUCO|566|CHACABUCO ESQUINA INDEPENDENCIA|-35.846119|-71.595596|150|721|0|0|362|0|0|0|1233|608|625|0|28|0
4334|2021|20472|2|ESCUELA ESPECIAL DE LENGUAJE MI PEQUEÑO SUEÑO|1|7|MAULE|74|7401|LINARES|73|LINARES|2|KURT MOLLER|656| |-35.84586|-71.5931|0|0|0|121|0|0|0|0|121|63|58|0|10|0
4335|2021|3260|3|ESCUELA LOS LEONES|1|7|MAULE|74|7401|LINARES|73|LINARES|1|PROFESOR RAFAEL VIGUERA|10|POBLACION PEDRO AGUIRRE CERDA CALLE RAFAEL VIGUERA Nº 10|-35.84552|-71.584953|32|184|0|0|0|0|0|0|216|116|100|0|10|0
4336|2021|16518|2|COLEGIO PARTICULAR SEBASTIAN|1|7|MAULE|74|7401|LINARES|73|LINARES|2|YUMBEL|971|CENTRO|-35.845279999999995|-71.592056|17|141|0|0|0|0|0|0|158|89|69|0|8|1
4337|2021|3302|2|COLEGIO LA PROVIDENCIA|1|7|MAULE|74|7401|LINARES|73|LINARES|2|LAUTARO|645|LAUTARO ESQUINA KURT MÖLLER|-35.845242|-71.594101|142|694|0|0|247|0|0|0|1083|0|1083|0|28|0
4338|2021|3290|5|LICEO MARIA AUXILIADORA|1|7|MAULE|74|7401|LINARES|73|LINARES|2|O'HIGGINS|615|ESQUINA PLAZA DE ARMAS. ENTRE CALLES MAX JARA Y KURT MOLLER|-35.844601|-71.598396|79|360|0|0|170|0|441|0|1050|191|859|0|26|0
4339|2021|16696|0|ESCUELA HOSPITAL LINARES|1|7|MAULE|74|7401|LINARES|73|LINARES|2|BRASIL|753|AL INTERIOR  DEL HOSPITAL BASE DE LINARES 1ªPISO|-35.8444|-71.59118|0|9|0|0|0|0|0|0|9|7|2|0|0|2
4340|2021|16556|5|COLEGIO CORDILLERA|1|7|MAULE|74|7401|LINARES|73|LINARES|2|MANUEL RODRIGUEZ|684|A UNA CUADRA DE LA PLAZA DE ARMAS DE LINARES,  EN DIRECCIÓN HACIA EL NORTE|-35.844398|-71.596603|54|277|0|0|0|0|0|0|331|197|134|0|10|0
4341|2021|16708|8|COLEGIO PARTICULAR JOSEFINA MEDEL|1|7|MAULE|74|7401|LINARES|73|LINARES|2|CAMINO SAN ANTONIO|6|PARCELA 6 SECTOR CANTERÍA, SAN ANTONIO ENCINA. CAMINO A COLBÚN, PASADO COLEGIO DE VARA GRUESA. 1,5 KILÓMETROS AL INTERIOR. PARCELA 6 CAMINO SAN ANTONIO SECTOR CANTERIA|-35.84417|-71.489601|28|97|0|0|0|0|0|0|125|66|59|0|4|2
4342|2021|3263|8|ESCUELA MAITENES|1|7|MAULE|74|7401|LINARES|73|LINARES|1|SECTOR MAITENES|0|A TRES KILÓMETROS DE LA ENTRADA DE LINARES CAMINO A PALMILLA(HACIA LA COSTA)PASADO EL ESTERO BATUCO, PRIMER PARADERO.|-35.843787999999996|-71.67118099999999|20|104|0|0|0|0|0|0|124|68|56|0|10|0
4343|2021|16572|7|ESCUELA ESPECIAL HIERBAS BUENAS|1|7|MAULE|74|7401|LINARES|73|LINARES|2|CHACABUCO|851|ENTRE CALLES YERBAS BUENAS Y MARIO DUEÑAS.|-35.842278|-71.59452999999999|0|0|0|48|0|0|0|0|48|31|17|0|8|0
4344|2021|3257|3|ESCUELA ALEJANDRO GIDI|1|7|MAULE|74|7401|LINARES|73|LINARES|1|AVENIDA CEMENTERIO|0|LADO DEL CEMENTERIO PARROQUIAL DE LINARES. LOCOMOCIÓN DESDE LA PLAZA DE ARMAS LINEA 2-3 Y 9 (COLECTIVOS)|-35.841541|-71.576698|37|153|0|0|0|0|0|0|190|100|90|0|10|0
4345|2021|31486|2|CENTRO DE EDUCACION INTEGRADA DE ADULTOS CASA CHAMINADE|1|7|MAULE|74|7401|LINARES|73|LINARES|2|LLANO BLANCO|1167|ENTRE CALLE LOS AVELLANOS Y CALLE COIRONAL.|-35.841391|-71.601497|0|0|16|0|0|196|0|0|212|96|116|0|6|0
4346|2021|3248|4|INSTITUTO COMERCIAL|1|7|MAULE|74|7401|LINARES|73|LINARES|1|O'HIGGINS|579|SECTOR ORIENTE, PLAZA DE ARMAS|-35.841060999999996|-71.598717|0|39|13|0|0|110|1317|21|1500|823|677|0|50|0
4347|2021|3251|4|COLEGIO MARGOT LOYOLA PALACIOS|1|7|MAULE|74|7401|LINARES|73|LINARES|1|YUNGAY|833|ENTRE CALLE YERBAS BUENAS Y MARIO DUEÑAS.|-35.840939|-71.601936|111|572|0|0|0|0|0|0|683|375|308|0|20|0
4348|2021|3294|8|COLEGIO PARTICULAR MANUEL BULNES|1|7|MAULE|74|7401|LINARES|73|LINARES|2|MANUEL RODRIGUEZ|961|4 CUADRAS AL NORTE DE LA PLAZA DE ARMAS DE LA CIUDAD DE LINARES, MANUEL RODRIGUEZ 961|-35.840900000000005|-71.595581|132|469|0|0|0|0|0|0|601|363|238|0|19|0
4349|2021|3311|1|ESCUELA LUCILA GODOY|1|7|MAULE|74|7401|LINARES|73|LINARES|2|CALLE RUCALHUE|910|VILLA QUIÑIPEUMO,  POR AVDA. LEON BUSTOS, FRENTE AL SERV. SHELL INGRESAR A SU MANO IZQUIERDA Y TOMAR AVDA. QUIÑIPEUMO A 3 CUADRAS MAS MENOS ENCONTRARA LA CALLE RUCALHUE, DOBLAR A MANO IZQUIERDA Y VERA EL COLEGIO.|-35.840359|-71.61475399999999|75|358|0|0|183|0|0|0|616|350|266|0|14|0
4350|2021|3292|1|ESCUELA PARTICULAR GABRIELA MISTRAL|1|7|MAULE|74|7401|LINARES|73|LINARES|2|CALLE GABRIELA MISTRAL|995|SEGUNDA CUADRA DESPUES DEL PASO BAJO NIVEL DE AVDA. PRESIDENTE IBAÑEZ, HACIA LA DERECHA|-35.840320999999996|-71.584442|64|316|0|0|0|0|0|0|380|202|178|0|10|0
4351|2021|3310|3|COLEGIO EVANGELICO ADONAY|1|7|MAULE|74|7401|LINARES|73|LINARES|2|CALLE YUNGAY|0|ESQUINA YERBAS BUENAS, SECTOR NOR PONIENTE|-35.840229|-71.600983|58|252|0|0|0|0|0|0|310|163|147|0|10|0
4352|2021|16472|0|ESC.ESPECIAL TRASTORNOS DE LA COMUNICACI|1|7|MAULE|74|7401|LINARES|73|LINARES|2|AVENIDA PRESIDENTE IBAÑEZ|350|ENTRE O`HIGGINS Y MANUEL RODRIGUEZ|-35.840182999999996|-71.59598|0|0|0|50|0|0|0|0|50|33|17|0|5|0
4353|2021|3305|7|LICEO POLITECNICO DE LINARES|1|7|MAULE|74|7401|LINARES|73|LINARES|1|AVENIDA PRESIDENTE IBAÑEZ|0|QUEDA AL LADO DEL DAEM.  5 CUADRAS HACIA EL NORTE DESDE PLAZA DE ARMAS.|-35.839859|-71.597923|0|0|0|0|0|0|528|0|528|354|174|0|28|0
4354|2021|3256|5|ESCUELA RAMON BELMAR SALDIAS|1|7|MAULE|74|7401|LINARES|73|LINARES|1|HUGO BAEZA|26| |-35.838969999999996|-71.601883|92|505|0|0|0|0|0|0|597|348|249|0|20|0
4355|2021|3261|1|PEDRO AGUIRRE CERDA|1|7|MAULE|74|7401|LINARES|73|LINARES|1|COIRONAL|0| ESQUINA PUIPUYEN, POBLACION YERBAS BUENAS. LINARES. REGION DEL MAULE. - ESTÁ UBICADA EN EL SECTOR NORORIENTE DE LINARES, FRENTE A EASY, POR LA SALIDA A LA COMUNA DE YERBAS BUENAS. ES CONOCIDA COMO EX ESCUELA IANSA.|-35.837680999999996|-71.58300799999999|26|175|0|0|0|0|0|0|201|109|92|0|10|0
4356|2021|3255|7|ESCUELA SANTA BARBARA|1|7|MAULE|74|7401|LINARES|73|LINARES|1|CALLE VENEZUELA|367|POBLACIÓN MILITAR `SANTA BÁRBARA`. LINARES|-35.836979|-71.594177|26|191|0|0|0|0|0|0|217|129|88|0|8|1
4357|2021|16718|5|ESCUELA ESPECIAL DE LENGUAJE ANTONIO CASTRO A|1|7|MAULE|74|7401|LINARES|73|LINARES|2|PASAJE RANCO|1121|PDTE IBAÑEZ C/RAMÓN OLATE, MEDIA CUADRA AL NORTE, VILLA PILOCOYAN,|-35.836845|-71.603264|0|0|0|33|0|0|0|0|33|19|14|0|3|0
4358|2021|16753|3|ESCUELA ESP. LENGUAJE Y PARVULOS SAN ESTEBAN|1|7|MAULE|74|7401|LINARES|73|LINARES|2|CORONEL DE ARTILLERIA|741|UBICADA EN VILLA LAS VEGAS, AVENIDA CORONEL DE ARTILLERIA 741|-35.83379|-71.57706999999999|0|0|0|67|0|0|0|0|67|38|29|0|7|0
4359|2021|16453|4|COLEGIO ALBORADA|1|7|MAULE|74|7401|LINARES|73|LINARES|3|AVENIDA CORONEL DE ARTILLERIA LUIS CARRERA|1044|SECTOR PARQUE CORDILLERA|-35.831990999999995|-71.58129|148|334|0|0|119|0|0|0|601|292|309|0|20|0
4360|2021|3267|0|ESCUELA GRACIELA LETELIER|1|7|MAULE|74|7401|LINARES|73|LINARES|1|VARA GRUESA|9|CIUDAD DE LINARES A 9 KILOMETROS POR LA CARRETERA DE LINARES A QUINAMÁVIDA - PANIMÁVIDA Y COLBÚN. ( KILOMETRO 9 . CARRETERA LINARES A PANIMAVIDA )|-35.831379|-71.513657|79|425|0|0|0|38|0|0|542|286|256|0|21|0
4361|2021|3367|7|ESCUELA DOMINGA CUELLAR IBANEZ|1|7|MAULE|74|7403|LONGAVÍ|73|LINARES|1|LONGAVI|0|EN COMUNA DE LONGAVI,HACIA LA COSTA|-35.82618|-71.76445|0|8|0|0|0|14|0|0|22|8|14|0|1|1
4362|2021|3345|6|ESCUELA LOMAS DE PUTAGAN|1|7|MAULE|74|7402|COLBÚN|73|LINARES|1|LOMAS DE PUTAGAN|0|CAMINO PUBLICO|-35.824261|-71.454987|14|57|0|0|0|0|0|0|71|34|37|0|0|4
4363|2021|3364|2|ESCUELA LUIS PEREIRA INIGUEZ|1|7|MAULE|74|7403|LONGAVÍ|73|LINARES|1|CAMINO BODEGA|0|CAMINO BODEGA S/N SECTOR PONIENTE|-35.816219|-71.791862|19|43|0|0|0|0|0|0|62|31|31|0|0|3
4364|2021|3092|9|ESCUELA NACIONES UNIDAS|1|7|MAULE|71|7109|SAN CLEMENTE|72|TALCA|1|CAMINO INTERNACIONAL RUTA CH 115|101|CAMINO INTERNACIONAL RUTA CH 115, KILÓMETRO 101.- LOS ÁLAMOS.-|-35.815689|-70.812828|0|1|0|0|0|0|0|0|1|1|0|0|1|0
4365|2021|3609|9|LICEO PELLUHUE|1|7|MAULE|72|7203|PELLUHUE|74|CAUQUENES|1|ARTURO APARICIO|501|FRENTE RETEN DE CARABINEROS DE PELLUHUE|-35.811852|-72.572548|79|465|0|8|295|0|110|0|957|450|507|0|33|0
4366|2021|3333|2|ESCUELA CARLOS DEL CAMPO RIVERA|1|7|MAULE|74|7402|COLBÚN|73|LINARES|1|CAPILLA PALACIOS|0|CAMINO A PANIMÁVIDA, KILÓMETRO 12|-35.80621|-71.456482|19|110|0|0|0|0|0|0|129|67|62|0|8|1
4367|2021|3270|0|JANUARIO ESPINOSA|1|7|MAULE|74|7401|LINARES|73|LINARES|1|IGNACIO CHACON DEL CAMPO|0|SECTOR RURAL, SECTOR NOR-OESTE A 14 KM. DE LINARES|-35.806067999999996|-71.741501|14|87|0|0|0|0|0|0|101|64|37|0|4|3
4368|2021|3337|5|ESCUELA AMALIA AMSTRONG DE TORRES|1|7|MAULE|74|7402|COLBÚN|73|LINARES|1|QUINAMAVIDA|0|HOTEL DE QUINAMÁVIDA A MANO DERECHA|-35.80471|-71.43717199999999|12|13|0|0|0|0|0|0|25|14|11|0|0|3
4369|2021|3269|7|ESCUELA LAS HORNILLAS|1|7|MAULE|74|7401|LINARES|73|LINARES|1|LAS OBRAS|0|CAMINO LONGITUDINAL ANTIGUO, KM. 296|-35.800522|-71.659081|39|198|0|0|0|0|0|0|237|124|113|0|10|0
4370|2021|3273|5|ESCUELA MATIAS COUSINO|1|7|MAULE|74|7401|LINARES|73|LINARES|1|PUENTE ALTO|0|KM. 6 CAMINO  A YERBAS BUENAS. SECTOR PUENTE ALTO. LINARES|-35.797191999999995|-71.586197|18|75|0|0|0|0|0|0|93|43|50|0|6|1
4371|2021|3527|0|ESCUELA CAMILA MATTA VIAL|1|7|MAULE|74|7406|SAN JAVIER|73|LINARES|1|CALIBORO BAJO|0|POR RUTA LOS CONQUISTADORES.|-35.791512|-71.890266|0|4|0|0|0|0|0|0|4|1|3|0|0|2
4372|2021|16492|5|INSTITUTO VALENTIN LETELIER|1|7|MAULE|74|7401|LINARES|73|LINARES|2|CAMINO A YERBAS BUENAS|7|KILOMETRO 7,  - KILOMETRO 7, CAMINO A YERBAS BUENAS, LINARES|-35.784721|-71.58448|52|196|0|0|0|0|0|0|248|144|104|0|10|0
4373|2021|3338|3|ESCUELA KURT MOLLER BOCHERENS|1|7|MAULE|74|7402|COLBÚN|73|LINARES|1|PASO RARI|0|CAMINO PUBLICO COLBUN LOCALIDAD DE PASO RARI S/N (LADO CEMENTERIO)|-35.783919999999995|-71.439796|33|68|0|0|0|0|0|0|101|48|53|0|2|3
4374|2021|3632|3|ESCUELA ANTONIETA LEON VERDUGO|1|7|MAULE|72|7202|CHANCO|74|CAUQUENES|1|QUIRIMAVIDA|0|SECTOR RURAL :QUIRIMÁVIDA S/N|-35.778759|-72.438423|0|4|0|0|0|0|0|0|4|4|0|0|0|1
4375|2021|3336|7|ESCUELA RARI|1|7|MAULE|74|7402|COLBÚN|73|LINARES|1|RARI|0|CAMINO DE RARI.|-35.776001|-71.402901|26|47|0|0|0|0|0|0|73|32|41|0|0|4
4376|2021|3625|0|ESCUELA GABRIELA MISTRAL|1|7|MAULE|72|7202|CHANCO|74|CAUQUENES|1|LAGUNILLAS|0|SECTOR LAGUNILLAS|-35.773151|-72.457489|0|23|0|0|0|0|0|0|23|9|14|0|0|2
4377|2021|3322|7|ESCUELA COIRONAL|1|7|MAULE|74|7408|YERBAS BUENAS|73|LINARES|1|COIRONAL|0|CAMINO PÚBLICO 4KM. AL OESTE DE CAMINO PRINCIPAL LINARES YERBAS BUENAS.|-35.769718|-71.638153|0|9|0|0|0|0|0|0|9|5|4|0|5|0
4378|2021|3332|4|ESCUELA ANDRES BELLO|1|7|MAULE|74|7402|COLBÚN|73|LINARES|1|SAN JUAN|0|DESDE LINARES HACIA CAMINO A SAN JUAN (HOSTERIA EL BOSQUE)ANTES DEL PTE LA BARRA.|-35.7668|-71.44648699999999|33|168|0|0|0|0|0|0|201|110|91|0|10|0
